鄉鎮市區,交易標的,土地區段位置或建物區門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價每平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號
南港區,房地(土地+建物),臺北市南港區重陽路166巷10弄1~30號,42.25,住,,,10403,土地1建物1車位0,二層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0610320,69.53,3,2,1,有,無,11200000,161082,,0.0,0,,RPSOMLKLMHKFFDA57DA
大同區,房地(土地+建物)+車位,臺北市大同區歸綏街121~150號,21.78,商,,,10402,土地1建物1車位1,六層,10,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1010809,165.6,2,2,2,有,有,25500000,179369,升降平面,33.47,1800000,,RPWNMLOJNHKFFBA97DA
萬華區,房地(土地+建物),臺北市萬華區德昌街7巷1~30號,18.25,住,,,10403,土地1建物1車位0,四層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0640331,64.43,3,2,2,有,無,8380000,130064,,0.0,0,含增建或未登記建物。,RPXNMLQKMHKFFBA28DA
萬華區,房地(土地+建物),臺北市萬華區西園路二段372巷3弄31~60號,21.45,住,,,10403,土地2建物1車位0,一層,5,套房(1房1廳1衛),住家用,鋼筋混凝土造,0680119,76.18,1,1,1,有,無,12580000,165135,,0.0,0,權利人共二人含增建或未登記建物。(地下室),RPSNMLMLMHKFFBA47DA
大同區,房地(土地+建物),臺北市大同區昌吉街61巷1~30號,17.42,商,,,10403,土地1建物1車位0,五層,5,套房(1房1廳1衛),住家用,鋼筋混凝土造,,45.08,1,1,1,有,無,5750000,127551,,0.0,0,,RPUNMLPKMHKFFBA87DA
文山區,房地(土地+建物)+車位,臺北市文山區萬芳路107巷1~30號,32.25,住,,,10403,土地1建物1車位2,七層,15,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1010919,180.02999999999997,3,2,2,有,有,25000000,138866,坡道機械,34.24,0,,RPVOMLMLMHKFFAA77DA
文山區,房地(土地+建物),臺北市文山區光輝路87巷2弄1~30號,33.38,住,,,10403,土地1建物1車位0,三層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0710619,111.25,3,2,2,有,無,13460000,120989,,0.0,0,,RPPNMLTLMHKFFAA77DA
大安區,土地,通化段六小段451~480地號,152.0,商,,,10401,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,120000000,789474,,0.0,0,親友、員工或其他特殊關係間之交易。,RPQOMLLLMHKFFFA57CA
大安區,房地(土地+建物),臺北市大安區泰順街1~30號,17.75,住,,,10403,土地1建物1車位0,三層,4,公寓(5樓含以下無電梯),,鋼筋混凝土造,,46.14,1,2,1,有,無,10600000,229736,,0.0,0,價格含增建,RPQNMLPKMHKFFFA77CA
大安區,房地(土地+建物),臺北市大安區復興南路二段128巷1~30號,23.1,住,,,10402,土地1建物1車位0,六層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,128.57999999999998,3,2,2,有,有,33500000,260538,,0.0,0,1.價格含增建  2.共有人數2人,RPRNMLPKMHKFFFA87CA
大安區,房地(土地+建物),臺北市大安區新生南路一段151巷1~30號,48.75,住,,,10403,土地1建物1車位0,四層，陽台,4,公寓(5樓含以下無電梯),,鋼筋混凝土造,,118.46,3,3,3,有,無,32300000,272666,,0.0,0,,RPPNMLQKMHKFFFA77CA
大安區,房地(土地+建物),臺北市大安區復興南路二段193巷1~30號,21.91,住,,,10402,土地1建物1車位0,五層,19,住宅大樓(11層含以上有電梯),國民住宅,鋼筋混凝土造,0740522,112.95,3,2,1,有,有,23500000,208075,,0.0,0,,RPPNMLRKMHKFFFA87CA
北投區,房地(土地+建物),臺北市北投區石牌路一段39巷80弄31~60號,25.8,住,,,10312,土地1建物1車位0,二層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0680618,94.42,0,0,0,無,無,15200000,160983,,0.0,0,,RPXOMLLLMHKFFEA18CA
士林區,房地(土地+建物),臺北市士林區中山北路五段777巷1~30號,31.4,住,,,10402,土地1建物1車位0,四層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0680306,80.51,2,1,2,有,無,12500000,155260,,0.0,0,,RPXOMLMLMHKFFEA28CA
士林區,房地(土地+建物)+車位,臺北市士林區至善路二段121~150號,46.18,商,,,10403,土地3建物1車位1,十層,16,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0850619,321.11,3,2,3,有,有,69900000,217682,坡道平面,0.0,0,,RPSNMLRLMHKFFEA18CA
北投區,房地(土地+建物)+車位,臺北市北投區公?路209巷1~30號,51.27,住,,,10206,土地3建物1車位1,二層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1031230,102.62,2,1,1,有,有,17400000,171244,坡道機械,9.77,1500000,,RPUNMLKLMHKFFEA67CA
北投區,房地(土地+建物)+車位,臺北市北投區行義路170巷1~30號,77.64,住,,,10402,土地4建物1車位1,四層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0791226,186.72,4,2,2,有,有,19100000,102292,坡道平面,33.16,0,,RPWNMLKLMHKFFEA87CA
士林區,房地(土地+建物),臺北市士林區文林路691~720號,21.5,住,,,10403,土地1建物1車位0,三層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0610713,70.88,2,1,1,有,無,7385300,104194,,0.0,0,親友、員工或其他特殊關係間之交易。,RPROMLOJNHKFFEA77CA
北投區,房地(土地+建物),臺北市北投區泉源路35巷1~30號,21.3,住,,,10403,土地1建物1車位0,二層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0670706,85.37,3,2,2,有,無,8200000,96052,,0.0,0,,RPWOMLSJNHKFFEA68CA
北投區,房地(土地+建物),臺北市北投區中山路1~30號,17.06,其他,,,10403,土地1建物1車位0,一層,8,華廈(10層含以下有電梯),停車空間,鋼筋混凝土造,0670404,126.56,0,0,0,無,無,4370276,34531,,0.0,0,親友、員工或其他特殊關係間之交易。,RPTPMLLKNHKFFEA87CA
士林區,房地(土地+建物),臺北市士林區中山北路七段190巷1~30號,14.21,住,,,10403,土地2建物1車位0,三層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0631007,31.48,3,2,2,有,無,4000000,127065,,0.0,0,兄妹間買賣,RPSOMLMKNHKFFEA77CA
北投區,房地(土地+建物),臺北市北投區中和街502巷8弄1~30號,24.63,住,,,10401,土地2建物1車位0,三層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0680601,90.86,3,2,1,有,無,8500000,93551,,0.0,0,價格含增建,RPQNMLPKMHKFFEA67CA
北投區,房地(土地+建物),臺北市北投區泉源路61~90號,26.92,住,,,10403,土地2建物1車位0,一層,5,公寓(5樓含以下無電梯),見使用執照,鋼筋混凝土造,0691029,96.02,2,2,2,有,無,11700000,121850,,0.0,0,法定空地增建。平台外推。本成交資訊系由不動產經紀業提供屬實,RPSNMLPKMHKFFEA87CA
北投區,土地,八仙段一小段61~90地號,17.32,農,,,10403,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1100000,63510,,0.0,0,,RPUNMLPKMHKFFEA08CA
士林區,土地,永平段四小段271~300地號,34.0,住,,,10403,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,8000000,235294,,0.0,0,,RPVNMLPKMHKFFEA18CA
士林區,車位,臺北市士林區重慶北路四段61~90號,0.32,住,,,10403,土地0建物0車位1,地下層,7,其他,見使用執照,鋼筋混凝土造,0680123,39.36,0,0,0,有,有,1500000,,坡道平面,39.35,1500000,,RPWPMLPKMHKFFEA48CA
士林區,房地(土地+建物),臺北市士林區重慶北路四段61~90號,29.32,住,,,10403,土地1建物1車位0,七層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0680123,140.25,2,2,1,有,有,16968000,120984,,0.0,0,,SPWPMLPKMHKFFEA58CA
北投區,房地(土地+建物)+車位,臺北市北投區中央北路四段515巷31~60號,26.24,工,,,10402,土地1建物1車位1,十一層,14,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1021129,131.3,0,0,0,無,有,17100000,146931,坡道平面,27.51,1850000,,RPSNMLQKMHKFFEA97CA
松山區,土地,濱江段四小段271~300地號,108.5,住,,,10403,土地4建物0車位0,,,其他,,,,0.0,0,0,0,有,無,65640000,604977,,0.0,0,,RPUPMLSJNHKFFDA48CA
松山區,房地(土地+建物)+車位,臺北市松山區敦化南路一段61~90號,58.17,其他,,,10110,土地2建物1車位3,三層,22,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,1030917,766.46,0,0,0,無,無,286600000,432240,坡道平面,130.46,11700000,1.本案為預售價格。2.毛胚屋。3.附屬建物除陽台外，其餘項目不計入買賣價格(雨遮22.38平方公尺)。4.三個車位無拆分單價。,RPVPMLSJNHKFFDA58CA
信義區,房地(土地+建物)+車位,臺北市信義區市民大道六段301~330號,50.3,商,,,10404,土地2建物1車位2,十四層,16,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1031227,354.86,4,2,3,有,有,86850000,294234,坡道平面,76.0,4800000,,RPSNMLQJNHKFFDA87CA
信義區,房地(土地+建物),臺北市信義區吳興街284巷22弄91~120號,28.0,住,,,10403,土地2建物1車位0,二層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0670930,73.65,2,1,1,有,無,13450000,182621,,0.0,0,,RPRPMLOJNHKFFDA77CA
信義區,房地(土地+建物),臺北市信義區福德街51巷1~30號,41.25,住,,,10403,土地1建物1車位0,二層,4,公寓(5樓含以下無電梯),住家用,加強磚造,0581210,98.51,4,1,1,有,無,9200000,93392,,0.0,0,親友、殊關係間之交易。,RPWOMLNLMHKFFDA18CA
松山區,房地(土地+建物),臺北市松山區三民路155巷1~30號,44.5,住,,,10401,土地1建物1車位0,一層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,107.37,4,2,2,有,無,28420000,264692,,0.0,0,,RPSRMLLLMHKFFDA87CA
中山區,房地(土地+建物),臺北市中山區民族東路512巷1~30號,21.2,住,,,10403,土地1建物1車位0,五層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0701028,81.62,2,1,1,有,無,14500000,177653,,0.0,0,頂樓增建,RPXQMLLKNHKFFCA18CA
南港區,房地(土地+建物)+車位,臺北市南港區向陽路258巷61~90號,62.09,住,,,10402,土地1建物1車位1,四層,8,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0960529,200.64000000000001,4,2,2,有,有,33380000,166376,坡道平面,28.84,0,價格含增建,內含獨立產權車位，未包含在棟數內。,RPRRMLOKMHKFFDA97CA
信義區,房地(土地+建物),臺北市信義區永吉路443巷3弄1~30號,26.0,住,,,10402,土地1建物1車位0,一層，二層，三層,3,店面(店鋪),住家用,鋼筋混凝土造,0750502,72.9,3,2,2,有,無,62000000,850480,,0.0,0,,RPSNMLPKMHKFFDA77CA
松山區,房地(土地+建物),臺北市松山區健康路325巷6弄1~30號,58.03,住,,,10401,土地1建物1車位0,一層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0751020,180.95999999999998,4,2,4,有,無,48000000,265252,,0.0,0,價格含增建,RPWOMLPKMHKFFDA28CA
中山區,房地(土地+建物),臺北市中山區撫順街1~30號,13.74,商,,,10403,土地1建物1車位0,十三層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0931203,153.66,3,2,2,有,有,41000000,266823,,0.0,0,,RPSPMLRJNHKFFCA08CA
內湖區,車位,臺北市內湖區潭美街91~120號,0.32,住,,,10403,土地0建物0車位3,一層,14,其他,商業用,鋼筋混凝土造,0990315,97.23,0,0,0,有,有,4500000,,坡道平面,0.0,4500000,,RPSPMLSLMHKFFCA28CA
內湖區,土地,康寧段四小段151~180地號,0.05,其他,,,10311,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,554,0,,0.0,0,畸零地或有合併使用之交易。,RPWOMLNLMHKFFCA08CA
內湖區,土地,康寧段四小段181~210地號,2.04,住,,,10309,土地10建物0車位0,,,其他,,,,0.0,0,0,0,有,無,185985,91169,,0.0,0,畸零地或有合併使用之交易。,RPPPMLNLMHKFFCA47CA
內湖區,土地,康寧段四小段181~210地號,6.12,住,,,10309,土地10建物0車位0,,,其他,,,,0.0,0,0,0,有,無,557934,91166,,0.0,0,畸零地或有合併使用之交易。,RPQPMLNLMHKFFCA57CA
中山區,房地(土地+建物),臺北市中山區新生北路二段61~90號,1.72,商,,,10403,土地1建物1車位0,二層,12,套房(1房1廳1衛),商業用,鋼筋混凝土造,0690721,18.67,1,1,1,有,有,3400000,182110,,0.0,0,,RPXNMLLLMHKFFCA87CA
內湖區,土地,康寧段四小段181~210地號,7.65,住,,,10309,土地10建物0車位0,,,其他,,,,0.0,0,0,0,有,無,697365,91159,,0.0,0,畸零地或有合併使用之交易。,RPTPMLNLMHKFFCA87CA
中山區,車位,臺北市中山區新喜里20鄰松江路421~450號,0.51,其他,,,10403,土地0建物0車位1,,,其他,,,,39.5,0,0,0,有,有,2150000,,坡道平面,39.5,2150000,,RPXNMLKLMHKFFCA77CA
內湖區,房地(土地+建物)+車位,臺北市內湖區金湖路301~330號,40.08,住,,,10401,土地1建物1車位2,八層,12,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,0910204,259.34000000000003,4,1,2,有,有,48500000,187013,坡道平面,0.0,0,,RPRQMLKLMHKFFCA47CA
內湖區,土地,康寧段四小段181~210地號,20.17,住,,,10311,土地10建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1909315,94661,,0.0,0,,RPQOMLNLMHKFFCA47CA
中山區,房地(土地+建物),臺北市中山區民生東路二段61~90號,8.6,商,,,10403,土地1建物1車位0,二層,7,套房(1房1廳1衛),住家用,鋼筋混凝土造,0690314,46.64,1,1,1,有,有,6920000,148370,,0.0,0,,RPWNMLRLMHKFFCA38CA
內湖區,土地,康寧段四小段181~210地號,2.72,住,,,10311,土地10建物0車位0,,,其他,,,,0.0,0,0,0,有,無,247966,91164,,0.0,0,畸零地或有合併使用之交易。,RPTNMLOLMHKFFCA77CA
內湖區,土地,文德段四小段211~240地號,23.41,其他,,,10403,土地7建物0車位0,,,其他,,,,0.0,0,0,0,有,無,350000,14951,,0.0,0,(包含)公共設施保留地之交易。,RPRQMLPKMHKFFCA87CA
中山區,房地(土地+建物),臺北市中山區中山北路一段53巷1~30號,5.05,商,,,10403,土地1建物1車位0,八層,12,套房(1房1廳1衛),住家用,鋼筋混凝土造,0970104,33.870000000000005,0,1,1,有,有,8120000,239740,,0.0,0,價格含增建,RPXQMLPKMHKFFCA48CA
內湖區,房地(土地+建物)+車位,臺北市內湖區內湖路一段203巷1~30號,11.43,住,,,10403,土地1建物1車位1,七層,7,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,1031028,62.14,2,2,1,有,有,16130000,270327,坡道機械,9.5,1900000,本案成交價為102年1月31日預售價格。本案管理組織尚未成立。,RPTRMLPKMHKFFCA18CA
內湖區,車位,臺北市內湖區民權東路六段280巷25弄31~60號,2.44,住,,,10403,土地0建物0車位1,地下三層,14,其他,停車空間,鋼筋混凝土造,0961224,39.58,0,0,0,有,有,1600000,,坡道平面,0.0,1600000,,RPTNMLRKMHKFFCA97CA
內湖區,房地(土地+建物),臺北市內湖區內湖路一段629巷101弄1~30號,34.32,住,,,10403,土地1建物1車位0,二層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0700417,93.15,3,2,1,有,無,12600000,135266,,0.0,0,,RPUNMLRKMHKFFCA08CA
中山區,房地(土地+建物)+車位,臺北市中山區吉林路1~30號,40.07,商,,,10403,土地1建物1車位2,五層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1001201,286.66999999999996,3,2,2,有,有,68800000,239989,坡道平面,71.5,0,內含獨立產權公設，未包含在棟數內,RPXPMLPKMHKFFCA38CA
中山區,房地(土地+建物),臺北市中山區林森北路85巷61~90號,6.99,商,,,10403,土地1建物1車位0,三層,8,套房(1房1廳1衛),住家用,鋼筋混凝土造,0970925,25.869999999999997,1,1,1,有,有,5560000,214921,,0.0,0,價格含增建,RPROMLOKMHKFFCA57CA
萬華區,房地(土地+建物),臺北市萬華區西寧南路1~30號,1.76,商,,,10403,土地1建物1車位0,六層,11,套房(1房1廳1衛),商業用,鋼筋混凝土造,0710621,15.13,1,1,1,有,有,2300000,152016,,0.0,0,,RPPNMLQKMHKFFBA37CA
萬華區,房地(土地+建物),臺北市萬華區環河南路一段61~90號,3.42,商,,,10402,土地1建物1車位0,六層,12,套房(1房1廳1衛),住家用,鋼筋混凝土造,0660829,36.21,1,1,1,有,有,4400000,121513,,0.0,0,,RPRNMLNKNHKFFBA37CA
文山區,房地(土地+建物)+車位,臺北市文山區汀州路四段211~240號,32.09,住,,,10402,土地1建物1車位1,四層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0991105,166.31,3,2,2,有,有,27770000,166977,坡道平面,0.0,0,,RPPPMLQKMHKFFAA47CA
文山區,房地(土地+建物),臺北市文山區光輝路20巷1~30號,26.25,住,,,10402,土地1建物1車位0,二層,4,公寓(5樓含以下無電梯),住家用,磚造,,77.08,2,1,2,有,無,10800000,140114,,0.0,0,,RPVOMLQKMHKFFAA97CA
中正區,房地(土地+建物)+車位,臺北市中正區南昌路二段91~120號,9.31,商,,,10403,土地1建物1車位1,三層,11,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0851127,119.68,2,1,1,有,有,19800000,165441,升降機械,34.72,0,,RPSNMLKLMHKFFAA07CA
文山區,房地(土地+建物)+車位,臺北市文山區辛亥路四段77巷92弄1~30號,92.22,住,,,10401,土地3建物1車位1,九層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0920922,177.61,2,2,2,有,有,24660000,138844,坡道平面,36.26,0,,RPTNMLKLMHKFFAA17CA
文山區,房地(土地+建物),臺北市文山區景豐街1~30號,13.86,住,,,10403,土地1建物1車位0,三層,5,套房(1房1廳1衛),住家用,鋼筋混凝土造,0870514,52.14,1,1,1,有,有,8000000,153433,,0.0,0,,RPROMLQKMHKFFAA57CA
文山區,房地(土地+建物)+車位,臺北市文山區木柵路二段109巷100弄31~60號,73.51,住,,,10403,土地2建物1車位1,一層,17,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850925,87.45,2,2,1,有,有,11700000,133791,坡道機械,13.67,0,,RPOOMLPKMHKFFAA17CA
文山區,房地(土地+建物),臺北市文山區景興路181~210號,4.89,商,,,10403,土地1建物1車位0,二十四層,24,套房(1房1廳1衛),住家用,見使用執照,0850104,60.010000000000005,1,1,1,有,有,6600000,109982,,0.0,0,,RPSPMLOKMHKFFAA57CA
士林區,房地(土地+建物),臺北市士林區士東路266巷3弄1~30號,27.12,住,,,10403,土地5建物1車位0,三層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0690429,93.24,3,2,1,有,有,13050000,139961,,0.0,0,,RPVNMLPLMHKFFEA38DA
北投區,土地,崇仰段四小段211~240地號,116.49,住,,,10403,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,24690242,211952,,0.0,0,有居戶占用居住.須自行處理.地上有未登記建物。,RPTNMLLLMHKFFEA77DA
大安區,房地(土地+建物)+車位,臺北市大安區敦化南路一段271~300號,25.89,其他,,,10312,土地2建物1車位1,三層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0701214,241.38,5,2,2,有,有,79500000,329356,坡道平面,0.0,0,,RPVNMLPKMHKFFFA38DA
大安區,房地(土地+建物),臺北市大安區安和路二段1~30號,14.33,住,,,10401,土地1建物1車位0,三層,12,住宅大樓(11層含以上有電梯),住商用,鋼筋混凝土造,0710514,120.99,3,2,2,有,有,34310000,283577,,0.0,0,,RPPPMLQKMHKFFFA08DA
