鄉鎮市區,交易標的,土地區段位置或建物區門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價每平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號
松山區,房地(土地+建物),臺北市松山區民生東路四段97巷4弄1~30號,56.6,住,,,10403,土地4建物1車位0,一層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,100.49,4,2,2,有,無,37000000,368196,,0.0,0,,RPWOMLRJMHKFFDA38CA
南港區,房地(土地+建物)+車位,臺北市南港區經貿二路157巷36弄61~90號,56.43,住,,,10401,土地1建物1車位1,五層,10,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0970905,243.98,4,2,2,有,有,48880000,200344,坡道平面,37.81,0,含增建或未登記建物。,RPXOMLRJMHKFFDA48CA
松山區,房地(土地+建物),臺北市松山區八德路三段106巷1~30號,6.33,住,,,10403,土地2建物1車位0,六層,10,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0850517,26.93,0,0,0,無,有,6200000,230227,,0.0,0,,RPQNMLSJMHKFFDA77CA
松山區,房地(土地+建物),臺北市松山區民生東路五段181~210號,5.43,商,,,10402,土地1建物1車位0,,20,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0780629,81.17,3,1,1,有,有,20000000,246396,,0.0,0,,RPUOMLPKMHKFFDA08CA
松山區,房地(土地+建物),臺北市松山區南京東路五段331~360號,5.83,商,,,10403,土地1建物1車位0,三層,12,套房(1房1廳1衛),見其他登記事項,鋼筋混凝土造,0790119,61.92,1,1,1,有,有,13300000,214793,,0.0,0,,RPTNMLKKMHKFFDA37CA
松山區,房地(土地+建物),臺北市松山區八德路四段811~840號,25.0,商,,,10403,土地1建物1車位0,一層，平台，騎樓,4,店面(店鋪),商業用,鋼筋混凝土造,,88.94,0,0,0,無,有,33900000,381156,,0.0,0,,RPUOMLKKMHKFFDA57CA
信義區,房地(土地+建物),臺北市信義區光復南路541~570號,3.94,商,,,10402,土地1建物1車位0,十四層,18,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,0970822,42.989999999999995,1,1,1,有,有,14780000,343801,,0.0,0,1.夾層2.陽台外推,RPVPMLRKMHKFFDA48CA
信義區,房地(土地+建物),臺北市信義區福德街268巷31~60號,31.25,住,,,10403,土地1建物1車位0,二層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,88.9,3,2,1,有,無,13000000,146232,,0.0,0,,RPXNMLKLMHKFFDA87CA
信義區,房地(土地+建物)+車位,臺北市信義區忠孝東路五段91~120號,8.94,住,,,10312,土地2建物1車位2,十三層,13,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1030829,108.88,0,0,0,無,有,43900000,490171,塔式車位,31.56,6000000,,RPXPMLKLMHKFFDA08CA
信義區,房地(土地+建物)+車位,臺北市信義區忠孝東路五段91~120號,11.99,住,,,10312,土地2建物1車位1,十層,13,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1030829,120.33,0,0,0,無,有,50600000,457198,塔式車位,15.78,2800000,,RPOQMLKLMHKFFDA27CA
信義區,房地(土地+建物)+車位,臺北市信義區忠孝東路五段91~120號,7.41,住,,,10312,土地2建物1車位1,四層,13,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1030829,80.03,0,0,0,無,有,29950000,425681,塔式車位,15.78,2600000,,SPOQMLKLMHKFFDA37CA
信義區,房地(土地+建物)+車位,臺北市信義區忠孝東路五段91~120號,8.89,住,,,10312,土地2建物1車位1,十二層,13,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1030829,93.1,0,0,0,無,有,39900000,483704,塔式車位,15.78,2500000,,RPQQMLKLMHKFFDA47CA
信義區,房地(土地+建物),臺北市信義區吳興街600巷91~120號,29.12,其他,,,10403,土地1建物1車位0,十一層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0810806,150.08,4,2,2,有,無,19680000,131130,,0.0,0,,RPQRMLLLMHKFFDA67CA
松山區,房地(土地+建物),臺北市松山區八德路三段99巷4弄1~30號,17.44,住,,,10403,土地1建物1車位0,一層，平台,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,50.59,3,2,2,有,無,4500000,88950,,0.0,0,親友、員工或其他特殊關係間之交易。,RPOPMLOJNHKFFDA47CA
信義區,房地(土地+建物),臺北市信義區忠孝東路五段372巷27弄61~90號,26.9,住,,,10402,土地1建物1車位0,六層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,127.22,4,2,2,有,有,30700000,241314,,0.0,0,,RPTPMLOJNHKFFDA97CA
士林區,車位,臺北市士林區福德路31巷1~30號,1.85,住,,,10403,土地0建物0車位1,一層,8,其他,見其他登記事項,鋼筋混凝土造,1010112,42.91,0,0,0,有,有,2220000,,坡道平面,42.51,2220000,,RPUOMLSJMHKFFEA38CA
北投區,土地,豐年段三小段661~690地號,51.19,工,,,10403,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,9135639,178465,,0.0,0,,RPWNMLSJMHKFFEA48CA
北投區,房地(土地+建物),臺北市北投區榮華三路24巷1弄1~30號,38.25,住,,,10312,土地1建物1車位0,四層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0581119,114.27,4,2,2,有,無,16800000,147020,,0.0,0,價格含增建。,RPPPMLTJMHKFFEA08CA
北投區,土地,開明段一小段91~120地號,45.25,住,,,10401,土地5建物0車位0,,,其他,,,,0.0,0,0,0,有,無,2700000,59669,,0.0,0,,RPQOMLSJMHKFFEA97CA
北投區,房地(土地+建物),臺北市北投區開明街1~30號,41.75,住,,,10403,土地1建物1車位0,三層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0660124,121.17,4,2,1,有,無,10260000,84674,,0.0,0,,RPROMLOKMHKFFEA77CA
士林區,房地(土地+建物),臺北市士林區延平北路八段2巷55弄31~60號,30.0,住,,,10403,土地1建物1車位0,二層，陽台,3,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0571115,73.88,3,1,1,有,無,2600000,35192,,0.0,0,,RPQNMLKKMHKFFEA17CA
士林區,房地(土地+建物),臺北市士林區德行西路31~60號,18.99,其他,,,10403,土地1建物1車位0,六層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0790829,114.92,3,2,2,有,有,6700000,58301,,0.0,0,親友、員工或其他特殊關係間之交易。,RPPNMLNKMHKFFEA37CA
士林區,土地,溪洲段二小段421~450地號,65.07,住,,,10403,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,5200000,79914,,0.0,0,,RPTOMLKKMHKFFEA57CA
北投區,房地(土地+建物),臺北市北投區行義路121~150號,28.84,住,,,10403,土地1建物1車位0,二層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0721227,157.64000000000001,3,2,1,有,有,15000000,95154,,0.0,0,,RPUNMLOKMHKFFEA97CA
士林區,房地(土地+建物),臺北市士林區華齡街31~60號,33.76,住,,,10403,土地1建物1車位0,四層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0690327,104.01,3,2,2,有,無,8000000,76916,,0.0,0,親友、員工或其他特殊關係間之交易。,RPPOMLQKMHKFFEA77CA
士林區,房地(土地+建物)+車位,臺北市士林區德行東路91~120號,34.18,住,,,10403,土地1建物1車位1,十三層,14,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1011123,256.89,3,2,2,有,有,69000000,268597,坡道平面,33.08,0,,RPROMLQKMHKFFEA97CA
士林區,土地,力行段三小段61~90地號,2604.64,其他,,,10403,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,10504350,4033,,0.0,0,本案係屬關係人間之特殊交易。本案標的為陽明山國家公園內之第三種一般管制區,其屬農業用地,RPVNMLSLMHKFFEA58CA
大安區,房地(土地+建物),臺北市大安區敦化南路一段252巷1~30號,61.93,住,,,10402,土地3建物1車位0,五層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0600922,192.48,4,2,3,有,有,66000000,342893,,0.0,0,,RPPPMLSJMHKFFFA08CA
大安區,房地(土地+建物),臺北市大安區建國南路二段91~120號,21.06,住,,,10402,土地1建物1車位0,七層,14,住宅大樓(11層含以上有電梯),國民住宅,鋼筋混凝土造,0750415,108.05,3,2,2,有,有,23800000,220268,,0.0,0,含增建或未登記建物。,RPUOMLRJMHKFFFA38CA
大安區,房地(土地+建物),臺北市大安區建國南路二段271~300號,320.66,其他,,,10402,土地2建物1車位0,地下一層,10,辦公商業大樓,商業用,鋼筋混凝土造,0811204,2477.63,0,0,0,無,有,643874900,259875,,0.0,0,,RPUNMLOKMHKFFFA08CA
大安區,房地(土地+建物)+車位,臺北市大安區泰順街40巷1~30號,31.46,住,,,10402,土地1建物1車位1,六層，夾層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0941220,143.55,3,2,2,有,有,33800000,235458,升降機械,12.75,0,,RPPOMLQKMHKFFFA87CA
大安區,房地(土地+建物),臺北市大安區復興南路一段79巷1~30號,5.91,住,,,10403,土地3建物1車位0,十層,16,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850708,41.269999999999996,1,1,1,有,有,11580000,280591,,0.0,0,,RPTNMLLLMHKFFFA77CA
文山區,房地(土地+建物),臺北市文山區福興路1~30號,14.37,住,,,10403,土地1建物1車位0,四層,7,套房(1房1廳1衛),住家用,鋼筋混凝土造,0851111,42.94,1,1,1,有,有,6400000,149045,,0.0,0,,RPWPMLSJMHKFFAA38DA
文山區,房地(土地+建物),臺北市文山區辛亥路五段31~60號,31.56,住,,,10403,土地6建物1車位0,三層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0710907,109.05,3,2,1,有,無,14300000,131133,,0.0,0,,RPXPMLTJMHKFFAA58DA
大安區,房地(土地+建物),臺北市大安區安和路二段44巷1~30號,15.98,住,,,10403,土地1建物1車位0,一層,6,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,0750808,68.18,4,2,2,有,無,10200000,149604,,0.0,0,親友、員工或其他特殊關係間之交易。,RPVNMLMKNHKFFFA08CA
文山區,房地(土地+建物)+車位,臺北市文山區木柵路四段151~180號,24.49,其他,,,10403,土地1建物1車位1,十二層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0870910,157.43,5,2,2,有,有,23080000,146605,坡道平面,21.26,0,,RPRNMLSKMHKFFAA77DA
中正區,房地(土地+建物),臺北市中正區寧波西街91~120號,15.77,住,,,10403,土地1建物1車位0,四層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0710709,129.45000000000002,3,2,2,有,無,26880000,207648,,0.0,0,,RPVPMLOKMHKFFAA97DA
萬華區,房地(土地+建物)+車位,臺北市萬華區昆明街181~210號,20.21,商,,,10401,土地1建物1車位1,八層,19,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1000623,265.31,4,2,3,有,有,48600000,183182,坡道平面,40.77,0,,RPROMLOKMHKFFBA57DA
萬華區,房地(土地+建物),臺北市萬華區國興路1~30號,19.35,住,,,10402,土地1建物1車位0,七層,12,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,0760316,89.76,3,2,1,有,有,14100000,157086,,0.0,0,,RPSNMLSJMHKFFBA87DA
中山區,房地(土地+建物),臺北市中山區松江路64巷1~30號,29.74,商,,,10403,土地1建物1車位0,一層，騎樓,3,店面(店鋪),住家用,加強磚造,,72.0,0,0,0,無,無,9840000,136667,,0.0,0,親友、員工或其他特殊關係間之交易。(含1衛),RPSOMLLLMHKFFCA57DA
內湖區,房地(土地+建物),臺北市內湖區內湖路二段339巷1~30號,5.27,商,,,10403,土地1建物1車位0,三層,10,套房(1房1廳1衛),商業用,鋼筋混凝土造,0831011,40.49,1,0,1,有,有,7400000,182761,,0.0,0,,RPWOMLPKMHKFFCA28DA
內湖區,房地(土地+建物),臺北市內湖區民權東路六段123巷20弄1~30號,4.22,商,,,10402,土地1建物1車位0,九層,12,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0930302,35.910000000000004,1,2,1,有,有,7600000,211640,,0.0,0,含增建或未登記建物。,RPOPMLRKMHKFFCA77DA
內湖區,房地(土地+建物),臺北市內湖區南京東路六段451巷31~60號,15.06,其他,,,10403,土地1建物1車位0,十二層,14,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0971205,84.69,2,2,1,有,有,17100000,201913,,0.0,0,,RPWOMLLKMHKFFCA87DA
中山區,房地(土地+建物),臺北市中山區建國北路一段61~90號,32.75,商,,,10401,土地1建物1車位0,一層，騎樓,4,公寓(5樓含以下無電梯),,加強磚造,,100.09,2,1,1,有,無,20060000,200420,,0.0,0,親友、員工或其他特殊關係間之交易。,RPOOMLSJMHKFFCA67DA
中山區,房地(土地+建物),臺北市中山區吉林路10巷31~60號,4.73,住,,,10403,土地1建物1車位0,三層,9,套房(1房1廳1衛),商業用,鋼筋混凝土造,0941012,29.89,2,1,1,有,有,8980000,300435,,0.0,0,含增建或未登記建物。,RPOPMLSJMHKFFCA77DA
內湖區,房地(土地+建物),臺北市內湖區星雲街15巷18弄1~30號,24.1,住,,,10402,土地1建物1車位0,三層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0720208,94.44999999999999,3,2,1,有,無,13500000,142918,,0.0,0,,RPUNMLTJMHKFFCA28DA
中山區,房地(土地+建物)+車位,臺北市中山區中山北路一段83巷31~60號,17.6,商,,,10403,土地2建物1車位1,十五層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0970314,183.04000000000002,3,2,2,有,有,36000000,196678,坡道平面,0.0,0,,RPRPMLKKMHKFFCA37DA
內湖區,房地(土地+建物)+車位,臺北市內湖區新明路331~360號,18.04,工,,,10403,土地1建物1車位1,五層,11,辦公商業大樓,見其他登記事項,鋼筋混凝土造,0980403,110.89,3,2,2,有,有,17750000,160069,坡道機械,25.01,0,含增建或未登記建物。,RPWQMLKKMHKFFCA97DA
松山區,房地(土地+建物),臺北市松山區延壽街402巷3弄1~30號,28.72,住,,,10402,土地1建物1車位0,五層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0680915,146.11,4,2,2,有,有,29000000,198481,,0.0,0,,RPQRMLTJMHKFFDA38DA
信義區,房地(土地+建物),臺北市信義區松隆路9巷1~30號,24.67,住,,,10403,土地3建物1車位0,四層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0671017,91.91,3,2,2,有,無,15880000,172778,,0.0,0,親友、員工或其他特殊關係間之交易。,RPPNMLSJMHKFFDA77DA
信義區,房地(土地+建物),臺北市信義區忠孝東路五段524巷1弄1~30號,25.46,住,,,10403,土地1建物1車位0,四層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,136.67000000000002,3,2,2,有,無,27000000,197556,,0.0,0,親友、員工或其他特殊關係間之交易。,RPPOMLQJNHKFFDA77DA
北投區,房地(土地+建物),臺北市北投區大度路三段270巷61~90號,10.45,其他,,,10403,土地1建物1車位0,六層,19,其他,見其他登記事項,鋼筋混凝土造,1010217,59.519999999999996,0,0,0,無,有,9129000,153377,,0.0,0,向政府機關承購之案件。,RPWNMLRJMHKFFEA48DA
北投區,房地(土地+建物),臺北市北投區大度路三段270巷61~90號,11.06,其他,,,10403,土地1建物1車位0,七層,19,其他,見其他登記事項,鋼筋混凝土造,1010217,62.56,0,0,0,無,有,8757000,139978,,0.0,0,向政府機關承購之案件。,RPVOMLSJMHKFFEA58DA
北投區,車位,臺北市北投區光明路241~270號,0.15,其他,,,10403,土地0建物0車位1,,,其他,,,,46.01,0,0,0,有,有,1750000,,坡道平面,0.0,1750000,,RPUNMLTJMHKFFEA48DA
士林區,土地,新安段四小段31~60地號,1401.77,住,,,10403,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,37000000,26395,,0.0,0,含增建或未登記建物。,RPWNMLTJMHKFFEA68DA
松山區,土地,敦化段一小段601~630地號,23.7,其他,,,10403,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,9768398,412169,,0.0,0,,RPSQMLTJMHKFFDA48DA
松山區,房地(土地+建物),臺北市松山區南京東路五段250巷36弄1~30號,17.91,住,,,10403,土地1建物1車位0,六層,6,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0660524,60.31,2,1,1,有,有,8000000,132670,,0.0,0,親友、員工或其他特殊關係間之交易。,RPUNMLKKMHKFFDA57DA
松山區,房地(土地+建物),臺北市松山區民權東路三段160巷1~30號,16.84,住,,,10312,土地1建物1車位0,七層，八層,12,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,0690801,70.99,2,1,1,有,有,8000000,112692,,0.0,0,親友、員工或其他特殊關係間之交易。,RPWNMLNKMHKFFDA08DA
內湖區,房地(土地+建物)+車位,臺北市內湖區港華街121~150號,27.97,住,,,10403,土地1建物1車位1,十層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0971119,193.32,4,2,2,有,有,38500000,199152,坡道平面,40.82,0,,RPVQMLKKMHKFFCA87DA
中山區,車位,臺北市中山區林森北路511~540號,1.12,商,,,10403,土地0建物0車位1,一層,13,其他,商業用,鋼筋混凝土造,0890217,2.22,0,0,0,有,有,1160000,,塔式車位,2.22,1160000,1.土地價款1,102,000元2.建物價款58,000元,RPROMLTJMHKFFCA08DA
內湖區,房地(土地+建物),臺北市內湖區成功路三段187巷1~30號,26.27,住,,,10403,土地1建物1車位0,五層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0690331,86.23,3,2,1,有,無,12000000,139163,,0.0,0,,RPRNMLQKMHKFFCA77DA
內湖區,房地(土地+建物)+車位,臺北市內湖區新明路498巷14弄1~30號,16.91,住,,,10401,土地1建物1車位1,三層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1001123,104.53,2,2,1,有,有,16330000,156223,坡道機械,24.87,0,,RPUNMLQKMHKFFCA08DA
文山區,土地,興安段二小段391~420地號,4.84,住,,,10403,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,895400,185000,,0.0,0,,RPSOMLTLMHKFFAA18DA
文山區,房地(土地+建物),臺北市文山區興隆路二段220巷53弄1~30號,25.25,住,,,10403,土地1建物1車位0,四層，陽台,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,86.94,2,2,1,有,無,12600000,144928,,0.0,0,含增建或未登記建物。,RPVNMLOKMHKFFAA77DA
萬華區,土地,漢中段三小段751~780地號,13.23,商,,,10403,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,2600000,196523,,0.0,0,親友、員工或其他特殊關係間之交易。,RPQNMLSLMHKFFBA87DA
中正區,房地(土地+建物),臺北市中正區忠孝東路二段91~120號,13.44,商,,,10401,土地3建物1車位0,一層，騎樓,11,店面(店鋪),,鋼筋混凝土造,0620331,115.87,1,1,1,有,有,60680000,523690,,0.0,0,含增建或未登記建物。,RPTNMLOKMHKFFBA67DA
文山區,房地(土地+建物)+車位,臺北市文山區木柵路三段91~120號,20.73,商,,,10403,土地1建物1車位1,十四層,26,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030609,251.70999999999998,5,2,2,有,有,35000000,139054,坡道平面,43.92,0,,RPUPMLOKMHKFFAA87DA
大安區,房地(土地+建物),臺北市大安區復興南路二段151巷31~60號,19.94,住,,,10403,土地1建物1車位0,七層,17,住宅大樓(11層含以上有電梯),國民住宅,鋼筋混凝土造,0740522,103.36,3,2,1,有,有,21500000,208011,,0.0,0,,RPPNMLLLMHKFFFA37CA
大安區,房地(土地+建物),臺北市大安區大安路一段51巷31~60號,48.0,商,,,10312,土地1建物1車位0,四層,4,公寓(5樓含以下無電梯),,加強磚造,,114.97,3,2,2,有,無,23000000,200052,,0.0,0,親友、員工或其他特殊關係間之交易。,RPPNMLMLMHKFFFA47CA
大安區,車位,臺北市大安區信義路四段1~30號,0.25,其他,,,10402,土地0建物0車位1,,,其他,,,,45.4,0,0,0,有,有,3900000,,坡道平面,45.4,3900000,,RPPNMLTJMHKFFFA97CA
北投區,房地(土地+建物)+車位,臺北市北投區公?路209巷1~30號,51.27,住,,,10401,土地3建物1車位1,二層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1031230,102.62,2,1,1,有,有,17450000,171244,坡道機械,9.77,1550000,,RPUNMLOLMHKFFEA08CA
北投區,房地(土地+建物)+車位,臺北市北投區裕民二路61~90號,10.42,商,,,10403,土地1建物1車位1,五層,19,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1021108,158.79000000000002,2,1,1,有,有,35000000,220417,坡道平面,45.98,0,,RPQPMLOLMHKFFEA87CA
士林區,土地,福林段三小段781~810地號,154.04,其他,,,10403,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,106266685,689864,,0.0,0,,RPOPMLKMMHKFFEA37CA
北投區,房地(土地+建物)+車位,臺北市北投區致遠一路一段11巷1~30號,41.81,住,,,10403,土地1建物1車位1,五層,10,華廈(10層含以下有電梯),住家用,鋼骨鋼筋混凝土造,0921107,227.81,3,2,2,有,有,12000000,52675,坡道平面,0.0,0,地政士僅受託買賣案件申請登記，並無代理撰擬不動產買賣契約書，係由不動產經紀業或權利人自行提供成交案件實際資訊，供地政士申報登錄。此件為二等親買賣。,RPPOMLPKMHKFFEA67CA
北投區,房地(土地+建物)+車位,臺北市北投區文林北路91~120號,21.71,住,,,10401,土地1建物1車位1,十層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0701230,198.83,3,2,2,有,有,28000000,140824,坡道平面,0.0,0,,RPXOMLTJMHKFFEA78CA
北投區,房地(土地+建物),臺北市北投區行義路130巷1~30號,23.66,住,,,10403,土地1建物1車位0,五層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0701005,143.73,3,2,2,有,有,16000000,111320,,0.0,0,價格含增建。,RPOPMLTJMHKFFEA97CA
北投區,房地(土地+建物)+車位,臺北市北投區同德街1~30號,72.17,住,,,10402,土地1建物1車位1,九層,17,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0820312,323.73,4,2,3,有,有,63000000,194607,坡道平面,0.0,0,1.價格含增建。2.內含獨立權狀車位，未包含在棟數內。3.車位面積無法概算。,RPVPMLTJMHKFFEA68CA
北投區,土地,八仙段一小段301~330地號,105.2,農,,,10403,土地3建物0車位0,,,其他,,,,0.0,0,0,0,有,無,4773450,45375,,0.0,0,(包含)申請農用證明不課徵土地增值稅,RPSPMLSJMHKFFEA28CA
士林區,房地(土地+建物),臺北市士林區福華路147巷1~30號,26.25,住,,,10402,土地1建物1車位0,二層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0610623,88.2,4,1,1,有,無,16500000,187075,,0.0,0,,RPOQMLSJMHKFFEA97CA
南港區,土地,南港段二小段541~570地號,29.23,住,,,10401,土地8建物0車位0,,,其他,,,,0.0,0,0,0,有,無,15000000,513171,,0.0,0,,RPRSMLKMMHKFFDA87CA
松山區,房地(土地+建物),臺北市松山區延壽街330巷20弄1~30號,23.38,住,,,10403,土地2建物1車位0,三層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0660105,52.75,3,1,1,有,無,6100000,115640,,0.0,0,二親等買賣,RPOOMLSJNHKFFDA77CA
松山區,車位,臺北市松山區光復北路26巷1~30號,1.52,住,,,10403,土地0建物0車位1,一層,11,其他,見其他登記事項,鋼筋混凝土造,0931227,44.53,0,0,0,有,有,2700000,,坡道平面,0.0,2700000,單獨車位交易。,RPQOMLQKMHKFFDA77CA
信義區,房地(土地+建物),臺北市信義區信義路五段150巷451~480號,28.37,住,,,10403,土地1建物1車位0,六層,9,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0830715,89.47,2,2,2,有,有,15500000,173242,,0.0,0,,RPXOMLNLMHKFFDA28CA
南港區,房地(土地+建物)+車位,臺北市南港區經貿二路235巷1~30號,19.08,住,,,10402,土地1建物1車位1,八層,10,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1031002,113.75,2,1,1,有,有,29800000,275556,坡道機械,12.5,1900000,,RPOOMLKLMHKFFDA07CA
信義區,房地(土地+建物),臺北市信義區福德街51巷1~30號,24.25,住,,,10402,土地1建物1車位0,四層，陽台,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,69.61,2,1,1,有,無,8000000,114926,,0.0,0,屋況糟受債權債務影響之交易。,RPVNMLLKMHKFFDA67CA
信義區,房地(土地+建物),臺北市信義區莊敬路289巷8弄1~30號,14.0,住,,,10403,土地1建物1車位0,一層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0790706,84.2,2,2,1,有,無,19150000,227435,,0.0,0,,RPWNMLLKMHKFFDA77CA
松山區,土地,延吉段三小段871~900地號,9.2,住,,,10403,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,2500000,271739,,0.0,0,親友、員工或其他特殊關係間之交易。,RPQNMLNKMHKFFDA37CA
南港區,房地(土地+建物),臺北市南港區南深路31~60號,21.34,住,,,10402,土地1建物2車位0,八層,10,套房(1房1廳1衛),住家用,鋼筋混凝土造,0880316,58.33,1,1,1,有,有,6800000,116578,,0.0,0,,RPRNMLPKMHKFFDA67CA
松山區,房地(土地+建物),臺北市松山區長安東路二段211~240號,5.95,商,,,10403,土地2建物1車位0,九層,12,套房(1房1廳1衛),商業用,鋼筋混凝土造,,55.790000000000006,1,1,1,有,無,13000000,233017,,0.0,0,,RPXPMLKKMHKFFDA97CA
信義區,房地(土地+建物),臺北市信義區基隆路一段380巷31~60號,21.41,住,,,10402,土地3建物1車位0,五層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,106.76,3,2,1,有,有,23580000,220869,,0.0,0,,RPXNMLSJMHKFFDA48CA
松山區,房地(土地+建物)+車位,臺北市松山區三民路113巷1~30號,20.83,商,,,10403,土地1建物1車位1,八層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0690521,149.97,3,2,2,有,有,28000000,186704,坡道平面,38.26,0,共有人數2人內含獨立產權車位，未包含在棟數內含增建或未登記建物。,RPSOMLSJMHKFFDA08CA
信義區,房地(土地+建物),臺北市信義區中坡南路271~300號,25.39,住,,,10402,土地1建物1車位0,三層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0660331,73.36,3,0,3,有,無,13310000,181434,,0.0,0,,RPTOMLSJMHKFFDA18CA
內湖區,房地(土地+建物)+車位,臺北市內湖區新富街31~60號,61.66,住,,,10209,土地1建物1車位2,十三層,16,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1031212,363.22,3,2,3,有,有,86520000,295849,坡道平面,86.66,4700000,預售屋,RPUOMLSLMHKFFCA38CA
內湖區,房地(土地+建物)+車位,臺北市內湖區新富街31~60號,61.56,住,,,10312,土地1建物1車位2,十四層,16,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1031212,361.53,3,2,3,有,有,84880000,291156,坡道平面,86.66,4850000,,RPWOMLSLMHKFFCA58CA
內湖區,房地(土地+建物)+車位,臺北市內湖區新富街31~60號,48.5,住,,,10304,土地1建物1車位2,八層,16,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1031212,311.22,3,2,2,有,有,71440000,291414,坡道平面,86.66,6000000,預售屋,權利人二人,RPXOMLSLMHKFFCA68CA
